song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP169,Available product.,Angela Hughes,Attention operation.,Hip-Hop,18/12/1998,220,4,5128897,English,No,Warner Music,Kathryn Young MD,Amanda Malone,Joseph Peters
SP170,Road stop.,Michelle Cook,Simply approach.,Reggae,16/08/1998,289,66,35560996,German,Yes,Def Jam,Steven Heath,Mark Chang,Kathy Benson
SP171,News above.,Derek Johnson,Perhaps.,Electronic,17/08/2015,154,74,19413852,French,No,Universal Music,David Potter,Alexander Johnson,Phillip Kaiser
SP172,Assume oil team.,Jared Huffman,Unit.,Hip-Hop,09/06/1999,334,86,57371262,Spanish,Yes,Universal Music,Antonio Little,Kristen Graves,Jennifer Barnett
SP173,Challenge enjoy.,Charles Williams,Determine.,Electronic,02/10/2024,292,45,21872269,English,No,Indie,Stephen Mcpherson,Mr. Brent Koch Jr.,Timothy Hudson
SP174,She writer forget.,Katherine Rivas,Film.,Classical,27/10/2017,281,91,80834802,German,Yes,Indie,Steven Lopez,Diane Johnson,Tiffany Cohen
SP175,Attorney develop.,Erika Clarke,Charge little.,Electronic,26/08/2022,253,69,92382165,English,Yes,Atlantic Records,Allison Vargas,Elizabeth Pineda,Elizabeth Sherman
SP176,Each itself significant.,Andrew Nicholson,Southern.,Reggae,01/06/2021,209,27,12481076,Spanish,Yes,Atlantic Records,Scott Ingram,David Villegas,Casey Camacho
SP177,Detail line soon tax.,Ronald Robinson,Young.,Electronic,16/08/2015,125,90,35931659,English,Yes,Sony Music,Carolyn Bridges,Donald Martin,Chelsea Morris
SP178,Chair factor board.,Travis Wolfe,Role.,Electronic,05/10/2017,196,93,31933441,German,Yes,Def Jam,Natasha Barnett,Diana Brock,Zachary Solis
SP179,Cause term.,Sandra Anderson,Entire.,Hip-Hop,18/07/1997,204,73,80060536,English,No,Warner Music,Greg Ho,Lacey Armstrong,Holly Butler
SP180,Appear care item happy.,Nathan Forbes,Late.,Pop,01/12/1994,204,93,28731879,English,Yes,Def Jam,Steven Henry,Tammy Garcia,Eric Patel
SP181,Standard perform.,Matthew Salinas,Statement reveal.,Electronic,28/11/2005,199,36,69208180,Spanish,Yes,Indie,Rebecca Gray DVM,Jessica Jordan MD,Adam Rice
SP182,Have animal Democrat indicate.,Micheal Jones,Add account.,Hip-Hop,21/01/2006,266,67,82360300,English,Yes,Def Jam,Cindy Hodges,Renee Morgan,Thomas Mcconnell
SP183,Speech feeling imagine.,Christopher Reynolds,Reach.,Pop,31/10/1998,193,89,38077342,English,No,Def Jam,John Simon,Vanessa Austin,Carrie Brown
SP184,Others member.,Kimberly Miller,Risk mind.,Hip-Hop,04/07/1995,214,9,45422943,English,No,Universal Music,Robert Adams,Alexa Hill,Leah Warren
SP185,Before region.,Richard Li,Fund.,Folk,02/03/2002,257,2,39589370,Korean,Yes,Sony Music,Kathleen Simmons,Jessica Franco,Thomas Liu
SP186,Floor between simply.,Bryan Navarro,Civil maintain.,Electronic,13/12/2007,223,74,50829077,English,Yes,Warner Music,Breanna Page,Brandon Chandler,Michael Williams
SP187,Science may create.,Jon Hall,Physical.,Hip-Hop,13/08/1995,160,27,69220433,Spanish,No,Indie,Ashley Branch,Michael Hancock,April Carroll
SP188,Eight method.,Michael Brown MD,Most.,Hip-Hop,05/07/2020,259,7,49025629,English,No,Sony Music,Jonathan Duncan,Audrey Gomez,Kimberly Tucker
SP189,Commercial place.,Mary Adams,Truth.,Folk,05/06/2016,239,67,50992918,English,No,Indie,Kevin Lane,Ashley Smith,Kenneth Simmons
SP190,Chance.,Daniel Lucas,Pay.,Hip-Hop,09/12/2016,269,93,81123794,English,No,Def Jam,Patrick Gomez,Katherine Zhang,Gene Lawrence
SP191,Teacher per.,Nathan Young,Either.,Hip-Hop,20/01/2016,226,72,82388196,German,Yes,Def Jam,Kara Nelson,Gregory Gibbs,Linda Norton
SP192,Expert bit.,Steven Campos,Phone late.,Hip-Hop,17/10/2002,270,24,55016356,English,No,Sony Music,Betty Brown,Carolyn Garcia,Jesus Cook
SP193,Phone market.,Gabriel Jimenez,Above east.,Pop,09/01/2007,291,22,53784820,English,No,Def Jam,Wendy Gay,Jill Carter,Adriana Mata
SP194,Back be sometimes.,Amber Bush,Responsibility.,Hip-Hop,09/07/1998,220,1,29479958,English,Yes,Warner Music,David Chambers,Carrie Rice,Andre Ayala
SP195,Bar staff city.,Tracey Hudson DVM,Also white.,Hip-Hop,23/10/1995,265,55,27682591,French,Yes,Sony Music,Melissa Johnson,Joshua Smith,Susan Tran
SP196,Wall less.,Kathy Mason,National war.,R&B,26/11/1997,257,64,37125830,English,Yes,Indie,Lisa Dunn,Ashley Howard,Gabrielle Smith
SP197,So likely service.,Karen Taylor,Recently.,Electronic,10/04/2003,268,91,65439391,English,Yes,Sony Music,Amber Lopez,Jodi Hendricks,Tara Gordon
SP198,Face anyone other.,Jennifer Douglas,Myself movie.,Electronic,13/07/2019,284,81,90858020,Spanish,Yes,Sony Music,Max Moore,Michael Parks,Michelle Smith
SP199,Piece hit.,Carla Miranda,Use dark.,Pop,30/06/2017,214,42,13654166,English,No,Def Jam,Sarah Maxwell,Timothy Johnson,Karen Romero
SP200,Old game truth.,Linda Best,Other friend.,Pop,10/08/2008,242,71,10301177,Spanish,Yes,Warner Music,Lauren Combs,Bradley Kim,Misty Oneal
SP201,Summer hair.,Heather Drake,Budget something.,Hip-Hop,24/11/1995,203,55,44676589,Spanish,No,Warner Music,Mr. Terry Drake,Eric Graham,Mark Valentine
SP202,Leader career.,Amy Brown,Personal.,Electronic,28/04/2002,278,55,7177272,English,Yes,Warner Music,Courtney Dennis,Amanda Walker,Thomas Medina
SP203,Single when.,William King,If surface.,Pop,13/06/2021,240,79,56179814,English,Yes,Atlantic Records,Richard Vargas DDS,Brad Lucero,Laura Brewer
SP204,Perform stock.,Jorge Sullivan,Perhaps identify.,Pop,12/07/2020,147,20,462681,English,Yes,Universal Music,Loretta Johns,Pamela Bell,Christie Clark
SP205,Scientist election black.,Angela Jackson,Day.,Hip-Hop,29/07/2007,207,25,2288480,English,No,Sony Music,Mrs. Meredith Adams,Pamela Allen,Ryan Brooks
SP206,Rather growth stock.,Daniel Freeman,Fine good.,Hip-Hop,22/03/1995,177,26,7953394,English,No,Atlantic Records,Renee Thomas,Adrian Wright,Vanessa Lewis
SP207,Large born speak.,Kyle Cook,Grow though.,Electronic,20/06/1998,217,23,44902255,English,Yes,Indie,Jessica Miller,Mrs. Stephanie Ferguson DVM,Kimberly Travis
SP208,Rate school.,Steve Hunt,Nothing.,Country,20/07/2008,223,24,59645699,Spanish,No,Warner Music,Shannon Quinn,Mary Rodriguez,Kenneth Brown
SP209,Ground each.,Mr. Kevin Sanford DDS,Degree consider.,Electronic,06/09/2018,207,3,9221858,English,No,Indie,Justin Richard,Emily Benton,Sandra Harding
SP210,Season physical improve.,James Branch,Walk offer.,Electronic,23/08/2017,219,96,4504023,English,No,Atlantic Records,Thomas Rollins,Courtney Pierce,Nicholas Sims
SP211,Activity.,Judith Prince,Major.,Pop,28/04/1997,197,41,10442955,English,Yes,Atlantic Records,William Johnson,Kevin Ward,Angela Thompson
SP212,Operation can bring.,Christopher Carey,Society.,Electronic,26/01/2022,257,91,80079211,English,No,Indie,Alexander Jones,Cathy Lawson,Lisa Rodgers
SP213,Whole without.,Dr. Deborah Foley,Sell.,Pop,22/02/1998,355,22,8083148,English,Yes,Sony Music,Beth Kramer,Vanessa Mcdaniel,Michael Dunn
SP214,Sort letter child.,Jennifer Kelly,Significant them.,Hip-Hop,11/07/2008,274,71,19366470,English,Yes,Universal Music,Jose Richardson,Wayne Olson,Mario Montgomery
SP215,Interview month.,Kevin Brown,Eye build.,Pop,10/08/1997,153,31,49647106,English,No,Universal Music,John Morris,Ashley Davis,Nancy Wood
SP216,Short meeting anything.,Sarah Cobb,Adult.,Folk,03/04/1998,279,35,77833067,English,Yes,Warner Music,Claire Chapman DDS,Angela Hicks,Cristian Carter
SP217,Loss cause wait.,Cathy Henson,Thing stuff.,Country,27/06/2011,225,59,47545916,English,Yes,Warner Music,Bryan Brewer,Edgar Williams,Travis Bailey
SP218,Miss green hotel.,Annette Sherman,Process food.,Hip-Hop,13/01/2024,282,62,73418580,English,No,Universal Music,Stephanie Cline,John Hurley,Amanda Kennedy
SP219,Wait may.,Christopher Harvey,Compare reality.,Electronic,17/02/2013,190,100,9413640,English,Yes,Sony Music,Nicholas Walton,Jason Grimes,Jay Johnson
SP220,White take.,Rachel Barry,But.,Electronic,11/11/2004,190,34,96673592,English,Yes,Sony Music,William Brady,Jennifer Adams,Henry Fletcher
SP221,Final bag.,Ryan Price,Religious.,Electronic,31/05/2007,236,74,55458527,French,No,Warner Music,Kelly Wright,Michael Smith,Frances Davenport
SP222,Collection adult.,Christopher Reed,Family.,Folk,10/08/2011,181,67,70843268,English,Yes,Warner Music,Paul Coffey,Kristi Hull,Pamela Mcintosh
SP223,We theory.,Alison Patrick,Day.,Pop,26/09/2002,277,74,8706739,English,No,Atlantic Records,Alfred Gonzalez,Sean Douglas,Jenny Adams
SP224,Both television lay.,Jeffrey Stone,Cold nor.,Pop,15/08/2000,281,50,8313015,English,Yes,Sony Music,Thomas Hernandez,Ryan Walters,Amy Good
SP225,Within gun hear.,Thomas King,Woman hair.,Pop,27/09/1995,337,93,21593556,English,No,Universal Music,Jeffrey Saunders,Jacob Cisneros,Alejandra Morales
SP226,Most.,Mr. Jordan Reyes,Door nation.,Pop,11/12/2002,183,13,49164582,Italian,Yes,Def Jam,Travis Simpson,Bobby Robertson,Stacie Boyd
SP227,Race quality.,Megan Mcdonald,Environmental.,Folk,16/05/2011,194,31,54445612,English,Yes,Def Jam,Spencer Wilkinson,Jonathan Jimenez,Kenneth Ware
SP228,Best water per oil.,John Davis,Company.,Electronic,03/09/2002,297,89,12296244,Italian,Yes,Def Jam,Brian Ellis,Zachary Gonzalez,Gina Weber
SP229,Charge here.,Michael Jennings,Executive include.,Electronic,22/02/2008,143,12,8201901,English,No,Def Jam,Sandra Larson,Kathryn Hunter,Andrew Jones
SP230,Probably century vote.,Amanda Anderson,But.,Pop,01/06/2022,244,7,69893665,Japanese,No,Atlantic Records,Patricia Smith,Kelly Wang,Tracy Lane
SP231,Dinner evidence.,Diana Reynolds,She my.,Jazz,14/06/2008,296,78,98195186,Korean,Yes,Atlantic Records,Jose Herrera,Ebony Cordova DVM,Vincent Henderson
SP232,Half scientist seat.,Heather Robinson,Person until.,Hip-Hop,18/02/1999,243,30,65618739,English,Yes,Indie,Olivia Poole,John Skinner,Jesus Tucker
SP233,Go long.,Brooke Ramirez,Serve forward.,Country,24/05/2004,237,93,16070525,English,Yes,Indie,Brenda Campbell,Jessica Little,James Aguirre
SP234,Least party magazine.,Brianna Dunn,To.,Pop,11/07/2006,155,10,40554515,English,No,Warner Music,Steven Long,Christopher Wise,Adam Hudson
SP235,Thing approach list.,Walter Davis,Newspaper past.,Electronic,31/10/2016,304,78,98326426,English,Yes,Universal Music,Heather Evans,Pamela Johnston,Jennifer Rivas
SP236,Center lay subject.,Cynthia Warren,Image court.,Folk,06/11/2002,298,47,80635466,English,Yes,Indie,Gregory Williams,Linda Taylor,Nicholas Taylor
SP237,Close until yard.,Casey Grant,Strategy material.,Hip-Hop,30/08/2011,341,29,9383247,Korean,Yes,Atlantic Records,Andrea Medina,Laura Kelly,Sheri Patel
SP238,Hand successful.,Barbara Mendoza,How.,Hip-Hop,12/07/2002,298,13,1696469,English,Yes,Def Jam,Russell Hickman,Laura Davis,Robert Adams
SP239,Catch during.,Glenn Taylor,Country.,Electronic,13/07/2004,241,41,35749108,Italian,No,Indie,Kimberly Melton,Joseph Jackson,Elizabeth Watson
SP240,Finally discussion.,Sarah Pena,Actually someone.,Pop,05/03/1996,200,97,29403355,English,No,Indie,Courtney Brown,Robert Lamb,Samuel Johnson
SP241,World animal poor partner.,Benjamin Morrison,Fish.,Hip-Hop,17/09/2000,280,34,71015272,English,Yes,Indie,Lori Hernandez,Angela Avila,Vicki Wilson
SP242,That artist.,Jennifer Anderson,Son.,Electronic,07/01/2010,298,15,99670766,English,Yes,Sony Music,Carol Young,Derrick Johnson,David Lamb
SP243,Consider sea future.,Angel Johnson,Edge show.,Hip-Hop,11/05/2007,184,50,65371194,English,Yes,Sony Music,Kelsey Matthews,Kimberly Garcia,Nicole Porter
SP244,Understand ask.,Barbara Murray,Impact.,Hip-Hop,06/07/2018,177,44,4549172,Spanish,Yes,Indie,Lisa Wheeler,Brenda Wilkins,Whitney Martinez
SP245,Participant fire shake.,Brent Brewer,Wind.,Pop,24/10/2001,249,15,55012903,English,No,Warner Music,Kevin Brown,Christina Johnson,Jacob Kelley
SP246,She look safe.,Justin Mccoy,After.,Hip-Hop,09/09/2016,199,28,54136919,English,Yes,Sony Music,Deborah Woods MD,Randall Jones,Philip Berger
SP247,Per.,Brittany Myers,Down.,Hip-Hop,06/03/2002,289,56,84631861,Spanish,Yes,Indie,Samantha Gardner,Brandi Costa,Michael Parrish
SP248,Significant then such.,Matthew Taylor,Style technology.,Jazz,13/01/2004,262,34,57969887,English,No,Def Jam,David Ramirez DDS,John Gamble,Donald Reed
SP249,Life sell yard.,Alicia Valencia,Nor year.,Electronic,30/03/2007,335,89,22000811,English,Yes,Indie,Melanie Proctor,Jack Barrett,Jay King
SP250,One although staff.,Gerald Reed,Provide.,Hip-Hop,22/06/2007,229,35,46861148,English,No,Atlantic Records,Ashley Malone,Tricia Murillo,Laura Collier
SP251,Entire difference compare.,Carol Buckley,Little.,Jazz,20/03/1996,342,98,60480210,English,No,Atlantic Records,Jordan Thornton,Alexander Smith,Devon Lewis
SP252,Process light.,Timothy Bryant,Camera.,Pop,01/12/2023,200,71,74723346,English,Yes,Indie,Christopher Russell,Patrick Foster,Crystal Scott
SP253,Into per wrong.,Angela Davidson,Difference century.,Electronic,30/09/2011,290,85,81996171,English,No,Atlantic Records,Larry Edwards,Marc Pruitt,Scott Rose
SP254,Our gun.,Justin Dominguez,Much positive.,Electronic,02/02/2023,304,14,94251295,English,Yes,Universal Music,Lisa Nelson,Brian White,Ashley Hernandez
SP255,Until activity present.,Sara Castro,Quality daughter.,Classical,01/02/2010,289,9,32621332,Spanish,No,Indie,Gavin Davis,Crystal Wood,Antonio Montes
SP256,Wish reach scene.,Danielle Stevens,Nothing.,Electronic,15/09/2004,198,41,50421930,English,No,Def Jam,Angel Mooney,Courtney Walker,Jesse Vargas
SP257,Class several.,Edward White,Election also.,Pop,04/11/2010,213,15,54095582,English,Yes,Indie,Johnny Bernard,Travis Olson,Larry Gross
SP258,Yes anything party.,Jose Ortega,Effect husband.,Pop,29/05/2001,205,77,62663771,English,No,Sony Music,Sean Holland,Anne Johnson,Adam Moreno
SP259,Speak away third.,Jessica Poole,Interest senior.,Pop,20/11/1996,324,30,79960995,English,No,Warner Music,Mr. Kevin Gordon MD,James Moore,Kimberly Hall
SP260,Front consider will.,Robert Lewis,How foreign.,Electronic,24/05/2012,274,7,25352254,English,Yes,Atlantic Records,Lisa Smith,Keith Thomas,David Graves
SP261,Hear.,Joyce Padilla,Town.,Electronic,30/09/2002,176,89,77912405,Italian,Yes,Indie,Christopher Cochran,Steven Soto,Joshua Ross
SP262,Personal throughout suddenly.,Rebecca Crosby,Couple.,Pop,04/09/1998,258,70,46126004,English,Yes,Sony Music,Brian English,Dana Ray,Richard Little
SP263,Air me.,Keith Gonzalez,Pull whole.,Electronic,14/06/2023,258,19,51253710,English,No,Def Jam,Elizabeth Davis,Dawn Hudson,Nancy Cochran
SP264,Thank individual.,Kimberly Johnson,Here.,Electronic,27/10/2011,190,91,88562554,English,Yes,Atlantic Records,Bianca Roberts,Megan Lopez,Shannon Franklin
SP265,Why range lead.,Robin Lynch,Issue quality.,Electronic,09/07/2023,263,79,6711779,English,No,Atlantic Records,Raven Gonzales,Maria Smith,Cody Martinez
SP266,Amount note because.,Amanda Stevens,Either difficult.,Country,30/10/1998,193,10,75421389,English,Yes,Indie,Austin Gross,Shelly Johnson,Michael Gonzalez
SP267,Establish theory still.,Steven Jones,Act become.,Hip-Hop,01/05/2005,258,54,14327351,English,No,Warner Music,Pamela Griffin,Sarah Taylor,James Jones
SP268,Quickly bank.,Alicia Hansen,She.,Country,31/01/2020,312,49,83805603,English,No,Atlantic Records,Timothy Boyd,Preston Ryan,Erin Donovan
SP269,War.,Kyle Collins,Against.,Hip-Hop,18/11/2001,206,12,51751102,English,Yes,Sony Music,William Cook,Cory Cox PhD,Tyler Bush
SP270,Increase too number.,Rita Sanders,Strategy.,Hip-Hop,16/01/2018,224,25,18380645,English,Yes,Atlantic Records,Brian Evans,James Hall,Michael Fields
SP271,Country leg.,Angel Pierce MD,Pretty authority.,Pop,17/04/2022,254,91,68362228,Spanish,No,Universal Music,Christina Bell,Nancy Johnson,Tiffany Sutton
SP272,Sing.,Brenda Newton,A.,Hip-Hop,13/03/2013,163,8,78476054,English,Yes,Universal Music,James Mccormick,Antonio Mueller,Michael Glover
SP273,Strong but occur.,Doris Raymond,Peace.,Electronic,27/01/1998,157,60,27636670,English,Yes,Atlantic Records,Austin Martinez,Amber Burgess,Brett Rosales
SP274,Court across investment.,Vincent Rosario,Particular.,Pop,14/06/2020,254,95,25838475,English,Yes,Universal Music,Sheena Dalton,Brandon Garcia,William Riddle
SP275,Site stay.,Amy Wilcox,Bit.,Hip-Hop,20/03/1997,240,75,17580366,Korean,Yes,Indie,Jennifer Williams,Edward Gamble,Nicholas Moran
SP276,While become.,Nicole Farley,So.,Hip-Hop,07/12/2008,225,45,51087610,French,Yes,Indie,Mary Mathis,Terri Bond,Jessica White
SP277,Among president.,Scott Brooks,Push available.,Hip-Hop,23/07/2014,154,32,58444102,Spanish,Yes,Indie,Ethan Andrews,Ryan Luna,Jeffrey Gay
SP278,Remain create.,Theresa King,Reveal.,Hip-Hop,05/10/2020,233,46,86460920,English,Yes,Def Jam,Patty Thomas,Ann Martinez,Cristina Warren
SP279,Fire seat.,Edward Hoffman,Food nor.,Pop,30/04/2008,193,39,75617271,English,No,Universal Music,Anna Blair,Mr. Patrick Robertson Jr.,Timothy Medina
SP280,Idea sit American maintain.,Christopher Hall,Should million.,Hip-Hop,28/10/2002,220,46,43506471,English,No,Atlantic Records,Greg Clark,Anna Fuller,Megan Ferguson
SP281,Concern agent your.,Andrea Ramirez,Exactly.,Electronic,03/06/2005,334,3,24882187,English,Yes,Indie,Tanya Duke,Veronica Meyers,Nathan Smith
SP282,Serious strong answer.,Tony Rivera,Whose.,Hip-Hop,07/02/2009,216,35,20337465,English,Yes,Def Jam,Adam Evans,Stacy Mason,Katie Whitaker
SP283,Night his future.,Kyle Thompson,Point.,Electronic,04/03/2019,292,92,9612258,Spanish,No,Def Jam,Gregory Hamilton,Christopher Hernandez,Ruben Thompson
SP284,Three particular live.,Jamie Shaw,So general.,Electronic,09/05/2004,302,69,28868757,Spanish,Yes,Atlantic Records,Cody Pham,William Lopez,Christopher Horn
SP285,Able describe.,Jamie Ross,Door.,Pop,12/03/2004,214,18,17171805,English,No,Atlantic Records,Cassandra Miller,Cynthia Kerr,Micheal Smith
SP286,Modern six hit.,Valerie Knox,Collection.,Hip-Hop,19/11/2000,219,86,60030669,Korean,Yes,Indie,Amy Murphy,Roger Roman,Nancy Bryan
SP287,Visit mouth story finish.,Peter Blanchard,Respond.,Country,01/09/2009,230,22,93923512,English,Yes,Indie,Stephen Smith,Courtney Allen,Heidi Hicks
SP288,Against benefit.,Lori Jones,Meet relate.,Hip-Hop,02/07/2011,215,64,82427707,English,Yes,Indie,Carol Haley,Kyle Meyers,Andres Hart
SP289,Meet heavy.,David Martinez,Game list.,Electronic,29/04/2015,160,49,49594654,English,Yes,Warner Music,Mark Livingston,Jamie Cummings,Kimberly Phillips
SP290,Campaign standard.,Casey Bates,News.,R&B,17/01/2021,197,6,97191639,Spanish,Yes,Universal Music,Kimberly Copeland,Amanda Lopez,Christopher Hudson MD
SP291,None expect.,Christina Gregory,Stop.,Hip-Hop,01/04/1996,184,13,44819278,English,Yes,Def Jam,Nicole Fletcher,Lauren Bishop,Jessica Black
SP292,Poor loss car.,Corey Fowler,Week.,Pop,13/02/2013,163,81,14301469,English,Yes,Sony Music,Randy Chang,Christopher Johnson,Jason Hall
SP293,Perhaps recently.,Christian King,Television.,Electronic,21/12/1998,199,50,84266118,English,Yes,Sony Music,Ronald Bauer,Stephanie Johnson,Holly Hall
SP294,Time.,Ashley Wright,Shake.,Hip-Hop,07/09/2018,266,28,17032019,English,Yes,Sony Music,Jeffrey Conner,Thomas Daniel,Susan Anderson
SP295,Sit arm.,Steven Juarez,Fine.,Electronic,03/12/2016,209,10,20483064,English,Yes,Indie,Bradley Heath,Isabella Walsh,Tiffany Moore
SP296,Point too.,Sarah Martinez,Yes threat.,Pop,19/05/2010,191,43,27047749,English,No,Indie,Kristi Cole,Beth Wagner,Micheal Sanchez
SP297,Section easy.,David English,Style hear.,Hip-Hop,05/07/2009,90,34,5810219,English,Yes,Indie,Joseph Miller,Michael Medina,Craig Richmond
SP298,About well.,Jesse Snyder,Reveal course.,Electronic,24/06/1996,185,68,7623620,English,Yes,Warner Music,Eric Matthews,Timothy Foster,Tiffany Woods
SP299,Away marriage.,Rodney Brown,Since.,Jazz,09/05/2011,334,73,74768372,English,No,Universal Music,Karen Moore,Robin Simmons,Connie Russell
SP300,Able general.,Melissa Whitehead,A.,Electronic,16/08/2007,188,20,4809225,English,Yes,Universal Music,Jared Anderson,Nicholas Parker,Tammy Hudson
SP301,Day.,Kristin Brown,Worker worker.,Hip-Hop,12/02/2011,279,77,70939730,Spanish,Yes,Warner Music,Monica Jennings,Alec King,Todd Moore
SP302,Politics city.,Courtney Potter,Test same.,Hip-Hop,03/10/2021,294,37,72447495,Japanese,No,Def Jam,Leah Henson,Jonathan Fisher,Thomas Gutierrez
SP303,Senior human couple.,Christy Johnson,Send believe.,Hip-Hop,08/09/2023,276,32,28791622,English,Yes,Indie,Nicholas Knapp,Kevin Hunter,Travis Schaefer
